■ 개봉일람_연도별,,,,,,,,,,,,,,,,,
- 조회일: 2023-02-17,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2022~2022   국적 : 전체   영화명 : 전체   개봉일 : 전체   영화구분 : 전체   영화유형 : 개봉영화    ],,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,"전국
스크린수","전국
매출액","전국
관객수","서울
매출액","서울
관객수",장르,등급,영화구분
817,마지못해 벌어진 도우미 아줌마,허승은,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-07-21,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
818,막장 가족,리윤,(주)나우콘텐츠,,(주)나우콘텐츠,2022-07-25,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
819,막장 부부,음라나,(주)메이크아트,,(주)나우콘텐츠,2022-09-23,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
820,맛집:친구 엄마 무삭제,제임스 오,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2022-02-15,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
821,매일 섹스 연습 테니스 동호회,,,,(주)씨맥스커뮤니케이션즈,2022-01-20,개봉영화,장편,일본,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
822,머메이드 다운,,,주식회사 풍경소리,주식회사 풍경소리,2022-08-31,개봉영화,장편,미국,1,"100,000",20,0,0,판타지,15세이상관람가,일반영화
823,몰래 먹는 잠든 친구 여친,제너럴리스트,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2022-05-17,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
824,몸 달은 아내를 채워준 아저씨,소준희,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-29,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
825,몸으로 대출 갚는 유부녀,제너럴리스트,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2022-02-08,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
826,못 참고 삽입한 그날,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-05-05,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
827,무릎팍 보살: 성교부적삼행,김영희,애플캔미디어 주식회사,,(주)나우콘텐츠,2022-06-09,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
828,물 많은 아줌마의 비밀,야신수,(주)이십일세기미디어,,(주)이십일세기미디어,2022-09-29,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
829,미녀 홈헬퍼 : 적성에 딱 맞는 봉사,니쿠손,,,(주)씨맥스커뮤니케이션즈,2022-04-07,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
830,미용실 유부녀들 무삭제,이연규,(주)영화사가을,,(주)영화사가을,2022-10-04,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
831,바로 옆에서 붙어먹은 부인,,,,(주)씨맥스커뮤니케이션즈,2022-05-04,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
832,방문판매의 목적: 분수터진 유부녀,키토루네 가와구치,,,(주)씨맥스커뮤니케이션즈,2022-10-20,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
833,배달의 만족 : 그여자의 자취방,송정규,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-03-18,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
834,뱀 : 길고 두꺼움에 관통당한 날,코야마 마사츠구,,,(주)씨맥스커뮤니케이션즈,2022-08-11,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
835,변태 교수님의 음흉한 손길,전연정,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-11-03,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
836,변했다! 내 남자의 맛,제너럴리스트,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2022-05-31,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
837,보지 말아야 할 것을 본 자,드래곤 니시카와,,,(주)씨맥스커뮤니케이션즈,2022-05-12,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
838,복수: 도망 없는 무한 감옥,,,,(주)씨맥스커뮤니케이션즈,2022-10-06,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
839,부부 교환,장권,(주)메이크아트,,(주)나우콘텐츠,2022-09-23,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
840,부장님과 같이 쓰는 아내,사다오카 사다오,,,(주)코빈커뮤니케이션즈,2022-09-27,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
841,부하직원 아내의 맛,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-05-19,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
842,불륜 계약 옆방 아줌마,야신수,(주)이십일세기미디어,,(주)이십일세기미디어,2022-09-08,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
843,불륜 유부남의 아내와 섹스,허승은,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-10-20,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
844,불륜 유부녀의 사정,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-05-05,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
845,불륜 : 행복은 다른 곳에 있다,,,,(주)씨맥스커뮤니케이션즈,2022-07-21,개봉영화,장편,일본,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
846,불륜의 맛이 느껴지는 입술,신혜영,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-08,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
847,불쌍한 유부녀 위로하다 넣었어요,오유민,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-07-07,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
848,비로소 쾌락에 눈떴어요,아키 히데토,,,(주)씨맥스커뮤니케이션즈,2022-07-28,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
849,사랑하는 남편을 위한 불륜,카와이 조지,,,(주)씨맥스커뮤니케이션즈,2022-09-01,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
850,사랑해서 삽입하는 겁니다,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-03-24,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
851,사이판 로맨스 섹스본능,이시영,(주)룬컴퍼니,,(주)룬컴퍼니,2022-09-06,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
852,사축 : 속옷 빠는 여자,한길수,주식회사 플릭스코,,주식회사 플릭스코,2022-07-07,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
853,산사나무 아래,장예모,,,(주)케이티알파,2022-06-08,개봉영화,장편,중국,1,"100,000",20,0,0,드라마,15세이상관람가,일반영화
854,삼수생 길들여진 쾌락 과외,송정규,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-04-08,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
855,삽입하기 좋은 날,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-03-31,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
856,삽입할 수밖에 없었어,최은호,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-06-23,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
857,상식개변 성욕 처리는 당연한 일,제너럴리스트,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2022-03-14,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
858,"새로운 집, 섹스 메뉴얼",송정규,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-05-04,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
859,새엄마와 딸,성운아,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-10-04,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
860,새엄마와 젖 큰 여동생,배덕성,(주)담화,,(주)담화,2022-03-18,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
861,샤워하는데 발가벗고 들어온 그녀,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-06-15,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
862,서로 넣어달라 애원하는 여자들,소준희,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-29,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
863,선배는 연쇄삽입마,송정규,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-04-29,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
864,선택! 새엄마와 여동생,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-11,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
865,성적 올려주는 I컵 과외 선생님,아사기리 키요시,,,(주)콘텐츠윙,2022-08-23,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
866,세상엔 일방적 친절이란 없다,,,,(주)씨맥스커뮤니케이션즈,2022-04-14,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
867,섹스 잘하는 여자들,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-04-07,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
868,"섹스, 나랑할래?",송정규,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-05-06,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
869,섹스시그널 : 마지막 오르가즘,송정규,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-04-07,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
870,섹스의 여신,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-01-06,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
871,소리 없는 부인: 남편까지 거리 1미터,,,,(주)씨맥스커뮤니케이션즈,2022-03-10,개봉영화,장편,일본,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
872,소리 없이 부서진 행복,,,,(주)씨맥스커뮤니케이션즈,2022-04-14,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
873,소문난 도쿄 구멍동서,,,,(주)씨맥스커뮤니케이션즈,2022-02-18,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
874,속살 깊숙이 위로해 주는 여동생,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-01-20,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
875,속살 보여준 누나,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-02-15,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
876,술 취해 잠든 유부녀 과장님,오유민,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-07-14,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
877,술에 취한 타인의 여자,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-06-09,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
878,숫처녀 하숙생,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-02-03,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
879,쉬운 형수: 솟아오른 도련님,,,,(주)씨맥스커뮤니케이션즈,2022-10-27,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
880,스릴 넘치는 그녀의 비밀 섹스,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-02-22,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
881,스물여덟 마흔아홉,김도현,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2022-01-04,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
882,스와핑 : 엄마와 딸,한만규,(주)영화사가을,,(주)영화사가을,2022-10-03,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
883,시아버지를 며느리가 후렸다,캡틴 에디트맨,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2022-06-30,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
884,아내들의 모든 것,윤치수,(주)나우콘텐츠,,(주)나우콘텐츠,2022-07-25,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
885,아들의 여친 아빠의 여친 Ⅱ,리윤,(주)담화,,(주)담화,2022-04-22,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
886,아줌마 제발 그만하세요,소준희,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-10-21,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
887,악마같은 새엄마,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-05-12,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
888,야한 세 친구,장권,(주)메이크아트,,(주)나우콘텐츠,2022-09-23,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
889,야한 이모,KH,(주)나우콘텐츠,,(주)나우콘텐츠,2022-07-12,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
890,어느 집 여자가 더 맛있을까,송정규,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-03-18,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
891,어두운 극장 부인의 은밀한 취미,,,,(주)씨맥스커뮤니케이션즈,2022-09-22,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
892,어린 남자만 꼬셔먹는 노처녀,허승은,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-07-14,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
893,어제는 누나 오늘은 여동생,신혜영,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-10-14,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
894,억눌린 색욕의 분출,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-01-06,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
895,엄마 교환,성이성,(주)나우콘텐츠,,(주)나우콘텐츠,2022-07-25,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
896,엄마 몰래 보는 빨간비디오,전성기,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-10-04,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
897,여대생의 질문,선우용,(주)룬컴퍼니,,(주)룬컴퍼니,2022-07-22,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
898,여대생의 풋풋한 섹스 이야기,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-02-03,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
899,여동생과 누나의 맛,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-06-10,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
900,여배우의 유혹,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-03-03,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
901,여보 부디 저를 용서해주세요,,,,(주)씨맥스커뮤니케이션즈,2022-05-06,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
902,여직원의 직장 상사,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-03-10,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
903,연애 초보 여동생과 섹스한 오빠,전연정,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-09,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
904,옆집 남자의 노리개가 된 부인,카와이 조지,,,(주)씨맥스커뮤니케이션즈,2022-08-04,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
905,옆집 노인에게 조련당한 새댁,이누가미료,,,(주)콘텐츠윙,2022-09-29,개봉영화,장편,일본,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
906,오랜만에 만나 섹스한 동창생,전연정,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-10-27,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
907,오빠 대물로 느낀 오르가즘,이진선,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-11-03,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
908,오피스 언니들,야신수,(주)이십일세기미디어,,(주)이십일세기미디어,2022-09-01,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
909,온 가족 돌려먹기,성이성,(주)담화,,(주)담화,2022-05-27,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
910,왕따 극복 : 쓰레기 분류 섹스,마메자와 마메타로,,,(주)씨맥스커뮤니케이션즈,2022-04-07,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
911,외간남이 맛본 아내속,,,,(주)씨맥스커뮤니케이션즈,2022-02-11,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
912,외로움에 벌어진 여자,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-04-21,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
913,외로워하는 돌싱 이모의 젖은 속살,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-25,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
914,욕망의 가정부,캡틴 에디트맨,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2022-07-21,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
915,욕망의 골짜기,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-01-13,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
916,욕정 나락으로 떨어진 몸,,,,(주)씨맥스커뮤니케이션즈,2022-06-09,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
917,용서 없는 심판,니쿠손,,,(주)씨맥스커뮤니케이션즈,2022-09-15,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
918,월세 내는 아내의 가랑이,미시마 로쿠사부로,,,(주)코빈커뮤니케이션즈,2022-09-06,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
919,위 아래로 거리낌 없이 삽입하는 친구들,허승은,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-10-13,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
920,위기의 여자 하숙생,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-02-15,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
921,위험한 그녀들,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-01-27,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
922,윗집 아이 엄마와 내 아이 만들기,전연정,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-10-27,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
923,유독 몸으로 친절한 유부녀,,,,(주)씨맥스커뮤니케이션즈,2022-05-06,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
924,유부녀 훔친다 말하는 도둑!,제너럴리스트,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2022-03-28,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
925,유부녀에 농락당한 젊음,,,,(주)씨맥스커뮤니케이션즈,2022-10-20,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
926,유주얼 섹스펙트 그녀들의 은밀한 노하우,봉선우,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2022-05-30,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
927,육덕 여상사에 먹혀버린 물건,K.C. 타케다,,,(주)콘텐츠윙,2022-08-19,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
928,육덕진 여 후배와 농염한 사모님,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-25,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
929,음흉한 아저씨,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-03-17,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
930,의외로 쉽게 넣어준 그녀,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-18,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
931,이상한 요구 : 이제 제발 놔주세요,,,,(주)씨맥스커뮤니케이션즈,2022-04-08,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
932,이웃집 부부의 이상한 취미,,,,(주)씨맥스커뮤니케이션즈,2022-06-16,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
933,이제 돌아갈 수 없는 남편의 품,,,,(주)씨맥스커뮤니케이션즈,2022-03-10,개봉영화,장편,일본,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
934,이혼 후 외로워하는 친구 누나,허승은,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-04,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
935,인류를 위한 번식경쟁 두명 다 줄게,제너럴리스트,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2022-01-25,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
936,인생 최대 실수 : 남편을 저버린 불륜,,,,(주)씨맥스커뮤니케이션즈,2022-06-02,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
937,일주일간 매일 그 시간,마메자와 마메타로,,,(주)씨맥스커뮤니케이션즈,2022-09-15,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
938,임신하고 싶다는 며느리,김정호,(주)나우콘텐츠,,(주)나우콘텐츠,2022-07-12,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
939,자매 펜션 : 펜션 맛집,김레이,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-09-29,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
940,자위하는 짝사랑녀,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-04-14,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
941,작업 당한 아줌마,오유민,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-07-28,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
942,잘 안 벌려주는 신입 여직원,전연정,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-01,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
943,잘 줄 것 같은 돌싱 누나,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-11,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
944,잠자리 심문 : 불륜 자백,,,,(주)씨맥스커뮤니케이션즈,2022-04-08,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
945,저항할 수 없는 변태 감독님의 손길,이진선,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-10-06,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
946,전 남친과 놀아난 음란아내,,,,(주)코빈커뮤니케이션즈,2022-08-24,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
947,전세 역전: 너도 당해봐,마메자와 마메타로,,,(주)씨맥스커뮤니케이션즈,2022-03-17,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
948,젊음에 잠식당한 유부녀,카와이 조지,,,(주)씨맥스커뮤니케이션즈,2022-09-08,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
949,젖어버린 치욕의 법정,,,,(주)씨맥스커뮤니케이션즈,2022-06-09,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
