■ 개봉일람_연도별,,,,,,,,,,,,,,,,,
- 조회일: 2023-02-17,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2022~2022   국적 : 전체   영화명 : 전체   개봉일 : 전체   영화구분 : 전체   영화유형 : 개봉영화    ],,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,"전국
스크린수","전국
매출액","전국
관객수","서울
매출액","서울
관객수",장르,등급,영화구분
950,제발 안에다만 하지 마세요,마메자와 마메타로,,,(주)씨맥스커뮤니케이션즈,2022-05-12,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
951,조련당한 육체,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-05-12,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
952,죽어도 섹스,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-03-10,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
953,직장 야유회의 목적,김은덕,(주)담화,,(주)담화,2022-01-21,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
954,직장상사:팀장님 부부,최정자,주식회사 플릭스코,,주식회사 플릭스코,2022-07-14,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
955,질긴 악연: 나를 따라다니는 불행,,,,(주)씨맥스커뮤니케이션즈,2022-10-13,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
956,짐승남의 거친 사냥법,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-02-22,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
957,처음인데 너무 아프게 하지 마,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-08,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
958,처제에게 먹혀버린 형부,K.C. 타케다,,,(주)콘텐츠윙,2022-09-29,개봉영화,장편,일본,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
959,처제의 욕정 배설구,이진선,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-10-06,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
960,첫경험은 죽지 않는다,송정규,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-07-28,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
961,초변태 수리공 길들이기,준 디렉터,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2022-04-07,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
962,최악의 남자 최고의 절정,드래곤 니시카와,,,(주)씨맥스커뮤니케이션즈,2022-05-12,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
963,치한 전철 : 쾌락으로 바뀐 수치심,카와이 조지,,,(주)씨맥스커뮤니케이션즈,2022-08-04,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
964,친구 아내 뺏는 왕게임,제너럴리스트,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2022-04-14,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
965,친구 여친 꼬셔 몰래 삽입,전연정,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-02,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
966,친구동생 : 우정보다 좋은 맛,송정규,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-06-02,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
967,친언니의 남자,이진선,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-22,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
968,"탐욕, 아내 모르게 이루어진 삽입",강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-05-26,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
969,퇴폐의 온상 은밀한 만남,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-02-08,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
970,특이점이 온 사랑,김영희,애플캔미디어 주식회사,,(주)나우콘텐츠,2022-06-09,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
971,파멸의 나날 : 남편 앞에서 범해진 아내,니쿠손,,,(주)씨맥스커뮤니케이션즈,2022-04-14,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
972,팬티까지 젖은 그녀의 유혹,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-04-28,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
973,포로가 된 패션모델,,,,(주)씨맥스커뮤니케이션즈,2022-09-22,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
974,폭풍우 친구 부인과 둘만의 밤,마메자와 마메타로,,,(주)씨맥스커뮤니케이션즈,2022-09-08,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
975,폭풍우: 상사 부인과 둘만의 밤,마메자와 마메타로,,,(주)씨맥스커뮤니케이션즈,2022-08-18,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
976,학점 잘 주는 여교수 무삭제,최찬호,(주)영화사가을,,(주)영화사가을,2022-09-26,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
977,한 번 할 때마다 새로 피는 꽃,,,,(주)씨맥스커뮤니케이션즈,2022-03-17,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
978,합의하에 삽입한 친구 여친,소준희,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-30,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
979,해야만 한다,이상영,블루커뮤니케이션,,블루커뮤니케이션,2022-08-26,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
980,"헌 고추, 새 가지",송정규,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-07-07,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
981,형부 대물 맛을 못 잊는 처제,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-06-02,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
982,형부 유혹한 음탕한 처제,K.C. 타케다,,,(주)콘텐츠윙,2022-08-19,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
983,형수님도 만족하는 섹스 테크닉,허승은,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-10-13,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
984,형수의 상상은 현실이 된다,박대유,(주)담화,,(주)담화,2022-06-10,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
985,홈트레이닝 : 친구의 완벽한 타액,송정규,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-06-09,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
986,환생한 섹스 9단 무삭제,전성기,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-09-05,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
987,홧김에 벌려준 유부녀,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-05-19,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
988,흠뻑 젖어 넣고 싶은 아줌마,최은호,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-06-30,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
989,3대3 친구 애인 스와핑,오유민,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-18,개봉영화,장편,한국,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
990,7일의 밤 : 나비가 되기 싫은 애벌레,,,,(주)씨맥스커뮤니케이션즈,2022-04-14,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
991,F컵 농락당하는 여강사,제너럴리스트,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2022-01-18,개봉영화,장편,한국,1,"100,000",20,"100,000",20,성인물(에로),청소년관람불가,일반영화
992,라라와 크리스마스 요정,,,주식회사 디에스이이디,(주)트리플픽쳐스,2021-12-15,개봉영화,장편,노르웨이,141,"164,000",19,0,0,애니메이션,전체관람가,독립/예술영화
993,개인레슨,안톤 시규르드손,,(주)콘텐트마인,(주)콘텐트마인,2022-05-26,개봉영화,장편,영국,5,"27,000",18,0,0,스릴러,청소년관람불가,독립/예술영화
994,애프터 체르노빌,,,(주)콘텐트마인,(주)콘텐트마인,2022-06-09,개봉영화,장편,러시아,5,"27,000",18,0,0,스릴러,15세이상관람가,독립/예술영화
995,기문환생,,,,(유)조이앤시네마,2021-12-15,개봉영화,장편,홍콩,7,"15,000",15,0,0,판타지,15세이상관람가,독립/예술영화
996,작은연못,"민경복,김승현",JSR프로덕션,,목영이엔엠,2022-11-17,개봉영화,장편,한국,1,"140,000",14,"140,000",14,다큐멘터리,전체관람가,독립/예술영화
997,인생게임,양재호,영화필름,,(주)콘텐츠윙,2021-12-30,개봉영화,장편,한국,2,"67,000",13,0,0,드라마,12세이상관람가,독립/예술영화
998,보조바퀴,이주예,주식회사 필름초이스,,주식회사 필름초이스,2021-11-25,개봉영화,장편,한국,1,"104,000",12,"90,000",9,드라마,전체관람가,독립/예술영화
999,2솔져스: 배틀필드,,,,(유)조이앤시네마,2021-12-13,개봉영화,장편,이스라엘,5,"12,000",12,0,0,액션,15세이상관람가,독립/예술영화
1000,무림팔선,,,,(유)조이앤시네마,2021-12-13,개봉영화,장편,중국,5,"11,000",11,0,0,판타지,15세이상관람가,독립/예술영화
1001,신의 손,파올로 소렌티노,,,씨제이 씨지브이(CJ CGV)(주),2021-12-01,개봉영화,장편,미국,42,"105,000",11,"105,000",11,드라마,청소년관람불가,일반영화
1002,단청낭자,,,,초코필름,2022-12-26,개봉영화,장편,중국,1,"50,000",10,0,0,판타지,15세이상관람가,일반영화
1003,벼랑 끝의 남매,,,,(주)엔케이컨텐츠,2022-12-22,개봉영화,장편,일본,1,"50,000",10,0,0,드라마,청소년관람불가,일반영화
1004,음양살수,,,,초코필름,2022-11-04,개봉영화,장편,중국,1,"50,000",10,0,0,액션,15세이상관람가,일반영화
1005,천년여우,,,,초코필름,2022-11-03,개봉영화,장편,중국,1,"50,000",10,0,0,스릴러,15세이상관람가,일반영화
1006,특공여전사,,,,초코필름,2022-12-26,개봉영화,장편,중국,1,"50,000",10,0,0,액션,15세이상관람가,일반영화
1007,무림철검,,,,(유)조이앤시네마,2021-12-14,개봉영화,장편,홍콩,5,"8,000",8,0,0,기타,15세이상관람가,독립/예술영화
1008,"1975 킬링필드, 푸난",드니 도,,,그린나래미디어(주),2022-01-27,개봉영화,장편,프랑스,1,"70,000",8,"70,000",8,애니메이션,12세이상관람가,독립/예술영화
1009,뜨거운 밤:여친의 여동생,이타치,파랑새미디어,,(주)영진크리에이티브,2022-05-20,개봉영화,장편,한국,6,"28,000",7,0,0,성인물(에로),청소년관람불가,일반영화
1010,스파이 캣,"크리스토프 라우엔슈타인,울프강 라우엔슈타인",,주식회사 블루필름웍스,"(주)라이크콘텐츠,주식회사 블루필름웍스",2021-12-09,개봉영화,장편,독일,137,"50,000",7,0,0,애니메이션,전체관람가,독립/예술영화
1011,처제의 맛,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2022-04-08,개봉영화,장편,한국,5,"28,000",7,0,0,성인물(에로),청소년관람불가,일반영화
1012,"러브 어페어: 우리가 말하는 것, 우리가 하는 것",엠마누엘 무레,,주식회사 슈아픽처스,주식회사 슈아픽처스,2021-11-11,개봉영화,장편,프랑스,32,"52,000",6,"52,000",6,드라마,15세이상관람가,독립/예술영화
1013,맛있는 섹스- 심야의 정사,이민환,(주)케이알씨지,,(주)케이알씨지,2022-07-04,개봉영화,장편,한국,5,"6,000",6,0,0,성인물(에로),청소년관람불가,일반영화
1014,연애 빠진 섹스,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2022-03-18,개봉영화,장편,한국,5,"27,000",6,0,0,성인물(에로),청소년관람불가,일반영화
1015,처제의 숨결,이가온,(주)케이알씨지,,(주)케이알씨지,2022-10-18,개봉영화,장편,한국,2,"6,000",6,0,0,성인물(에로),청소년관람불가,일반영화
1016,깊숙이 들어온 색귀,리차드 킴,영화사 산들바람,,영화사 산들바람,2022-10-14,개봉영화,장편,한국,5,"25,000",5,0,0,성인물(에로),청소년관람불가,일반영화
1017,나에게 남은 섹스시간,이타치,(주)영진크리에이티브,,(주)영진크리에이티브,2022-10-14,개봉영화,장편,한국,5,"25,000",5,0,0,성인물(에로),청소년관람불가,일반영화
1018,내 안의 형수,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2022-07-01,개봉영화,장편,한국,5,"25,000",5,0,0,성인물(에로),청소년관람불가,일반영화
1019,달콤한 형수,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2022-04-01,개봉영화,장편,한국,5,"26,000",5,0,0,성인물(에로),청소년관람불가,일반영화
1020,떡정,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2022-10-07,개봉영화,장편,한국,5,"25,000",5,0,0,성인물(에로),청소년관람불가,일반영화
1021,로그북,복진오,복미디어,,시네마 뉴원,2021-11-24,개봉영화,장편,한국,15,"36,000",5,"18,000",2,다큐멘터리,전체관람가,독립/예술영화
1022,물오른 하숙집,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2022-02-18,개봉영화,장편,한국,5,"25,000",5,0,0,성인물(에로),청소년관람불가,일반영화
1023,물터진 상속녀,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2022-07-01,개봉영화,장편,한국,5,"25,000",5,0,0,성인물(에로),청소년관람불가,일반영화
1024,살색을 찍는 사람들,이타치,(주)영진크리에이티브,,(주)영진크리에이티브,2022-06-03,개봉영화,장편,한국,5,"25,000",5,0,0,성인물(에로),청소년관람불가,일반영화
1025,섹스 인사이드,이타치,파랑새미디어,,(주)영진크리에이티브,2022-11-18,개봉영화,장편,한국,5,"25,000",5,0,0,성인물(에로),청소년관람불가,일반영화
1026,숙모관계,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2022-09-02,개봉영화,장편,한국,5,"25,000",5,0,0,성인물(에로),청소년관람불가,일반영화
1027,스물다섯 그리고 스물,이타치,(주)영진크리에이티브,,(주)영진크리에이티브,2022-11-04,개봉영화,장편,한국,5,"25,000",5,0,0,성인물(에로),청소년관람불가,일반영화
1028,에로배우!!안할래!,이타치,파랑새미디어,,(주)영진크리에이티브,2022-12-02,개봉영화,장편,한국,5,"25,000",5,0,0,성인물(에로),청소년관람불가,일반영화
1029,에스코트,이영인,(주)영진크리에이티브,,(주)영진크리에이티브,2022-01-07,개봉영화,장편,한국,5,"25,000",5,0,0,성인물(에로),청소년관람불가,일반영화
1030,이 죽일놈의 사정,이타치,(주)영진크리에이티브,,(주)영진크리에이티브,2022-01-14,개봉영화,장편,한국,5,"26,000",5,"2,000",1,성인물(에로),청소년관람불가,일반영화
1031,자매사냥,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2022-06-10,개봉영화,장편,한국,5,"25,000",5,0,0,성인물(에로),청소년관람불가,일반영화
1032,죽여주는 여자,이타치,(주)영진크리에이티브,,(주)영진크리에이티브,2022-09-02,개봉영화,장편,한국,5,"25,000",5,0,0,성인물(에로),청소년관람불가,일반영화
